"FARM_NO","YEAR","COMPANY","AREA_GRP","FARM_LEVEL","UPDOWN","MSY","PSY","S_MODON","BING","BDAY","C_BDAY","D_BDAY","E_BDAY","F_BDAY","G_BDAY","BUNMAN_GIGAN","BUNMAN_RATIO","CHONGSAN_AVG","SILSAN_AVG","MILA_AVG","SASAN_AVG","EUDUSU_AVG","POU_AVG","JAGI_AVG","ZAEGI7_RATIO","DIE_SANCHA","CHO_GYOBAE","AVG_SANCHA"
"1825","2013",피그플랜,"010009","180003","2",22.4,26,223,2.37,30.5,12.1,1.7,16.3,0.3,0,114.8,87.4,12.6,11.6,0,1,11,27,5.5,"93.8","5.1",221,"6.3"
"1706","2013",피그플랜,"010002","180007","2",0,26.3,"1,885",2.51,25.4,12.4,2.7,7.6,1.6,1,115.8,88.2,12.2,11.7,0.1,0.4,10.5,20.5,6.2,"91.2","4.3",255,"5.1"
"1214","2013",피그플랜,"010001","180004","3",20.3,21.2,365,2.33,38.4,15.6,4.2,17.6,0.4,0.7,115.6,83.2,12.3,11.2,0.3,0.8,9.1,24.7,8.3,"80.8","4.7",262,"5.4"
"2267","2013",피그플랜,"010001","180004","3",0,20.9,370,2.21,54.5,18.6,3.7,31.6,0.2,0.4,115.9,78.1,11.6,10.4,0.6,0.5,9.5,24.4,8.9,"85.8","4.1",185,"5.2"
"2418","2013",피그플랜,"010002","180003","3",16.4,22.6,200,2.3,44.6,15.3,1,26.6,1.7,0,115.6,79.1,11.3,10,0,1.2,9.8,23.9,7.7,"93","4.9",279,"6"
"2722","2013",피그플랜,"010007","180007","3",0,23.1,"1,042",2.34,34.2,14.2,3.5,14.8,0.9,0.7,116.2,90,12.5,11.2,0.6,0.6,9.9,25.8,6.7,"86.9","4",263,"6.3"
"1734","2013",피그플랜,"010007","180003","3",21.6,24.8,285,2.39,34.2,15.7,1.9,16.4,0.2,0,114.1,85.8,12.1,10.9,0,1.2,10.4,24,8.2,"81.6","4.8",243,"5.2"
"2313","2013",피그플랜,"010007","180003","4",17.5,19.9,265,2.27,48.6,20,18.3,4.6,1.5,4.1,114.6,93.5,11.9,10.7,0,1.2,8.6,24.5,10,"83.6","9.6",242,"7.2"
"681","2013",피그플랜,"010002","180002","3",22.6,23.1,175,2.33,42.6,15.9,1.1,25,0.5,0.2,114.8,81.9,11.5,10.9,0.1,0.4,9.9,23,7.6,"89.6","5.8",225,"6"
"1703","2013",피그플랜,"010004","180002","3",17.2,21.9,185,2.35,35.9,15.9,2.3,17.3,0.2,0.2,115.2,79.8,10.7,9.8,0,0.9,9.3,26,8.3,"87.6","3.6",242,"5.6"
"1720","2013",피그플랜,"010002","180005","2",0,25.4,415,2.38,34,18.3,3.6,11.8,0.2,0,115.5,90.8,13.2,11.3,0.2,1.6,10.7,24.1,9.3,"80.4","6.9",275,"6.4"
"1075","2013",피그플랜,"010002","180005","2",21.8,26,415,2.46,22.9,12.2,3,6.8,0.5,0.4,114.5,93,11.7,11.1,0,0.6,10.6,24.3,6.3,"93.7","6.3",262,"4.8"
"1749","2013",피그플랜,"010001","180004","2",0,25.3,307,2.48,21.6,11.3,1.4,7.7,0.5,0.8,114.5,92.1,11.8,11.2,0.2,0.4,10.2,23.3,5.3,"97.7","4.7",262,"5.8"
"2116","2013",피그플랜,"010002","180003","3",0,23.8,235,2.29,42.9,17.2,2.5,22.7,0.4,0,115,84.9,12.2,11.1,0,1,10.4,26.8,7.1,"83.2","5.5",247,"6.4"
"2339","2013",피그플랜,"010003","180004","3",0,23.7,329,2.23,65.9,13.7,1.2,46.3,4.7,0,114.1,78,13,12.1,0,0.9,10.7,20.7,6,"97.9","3.1",243,"7.4"
"3896","2013",피그플랜,"010009","180003","3",22.5,22.6,206,2.26,47.7,18.1,4.2,24.9,0.1,0.5,113.4,81.4,11.8,11.1,0.3,0.5,10,26.4,9.9,"82.1","4",221,"5.1"
"968","2013",피그플랜,"010005","180003","3",0,22.6,266,2.38,29.8,12.3,1.6,15.5,0.4,0,115.4,86.9,11.9,10.8,0.1,1,9.5,25.6,6.1,"91.3","6.1",240,"6"
"1475","2013",피그플랜,"010002","180002","3",0,22.4,108,2.45,31.1,16.6,0.7,12.5,1.1,0.2,115.6,86.6,12,11.1,0.1,0.8,9.2,22.5,9,"78.6","4.9",242,"5.9"
"1500","2013",피그플랜,"010006","180001","4",0,18.6,89,2.11,68.2,22.3,8.1,26.7,8.3,2.7,114.5,76,10.6,10.4,0,0.2,8.8,25.7,12.1,"83.9","3.6",221,"6.3"
"1013","2013",피그플랜,"010009","180002","3",0,23.7,175,2.32,36.4,13.5,0.7,19.5,2.5,0.2,115.1,85.6,12.1,11.6,0.2,0.3,10.2,25.9,6.2,"94","5.1",244,"8.2"
"1783","2013",피그플랜,"010005","180004","3",0,22.3,376,2.36,27.6,15.2,0.9,10.5,0.8,0.2,115.5,90.2,12.4,10.8,0.3,1.3,9.4,26.3,6.7,"87.5","6.2",246,"8.5"
"2202","2013",피그플랜,"010001","180003","3",0,23.5,209,2.19,61.3,17.4,30.6,6.8,2.3,4.2,116.1,90.8,13.3,12.1,0,1.2,10.7,22.9,13.6,"79.1",.9,243,"2.8"
"2613","2013",피그플랜,"010005","180004","2",0,25.2,373,2.42,32.5,13.9,1.3,16.8,0.4,0.2,114,88.5,12.7,11.5,0.2,0.9,10.4,23,6.5,"89.6","6.1",249,"5.4"
"2623","2013",피그플랜,"010002","180004","3",0,22.2,366,2.25,43.7,20.8,1.9,18.4,2.3,0.4,115.1,84,12,11,0.1,0.9,9.9,28.7,10.2,"89.6","4.2",258,"5.8"
"2705","2013",피그플랜,"010007","180005","3",0,24.3,464,2.42,38,12.2,7.2,18.3,0.3,0.1,114.9,87.8,11.4,10.6,0.1,0.7,10.1,20.4,5.9,"93.5","4.8",252,"5.4"
"1264","2013",피그플랜,"010005","180007","2",0,25.4,"1,266",2.53,27.9,12.8,0.6,14.4,0,0,113.5,87.1,12.6,11.4,0.2,0.9,10,20.1,5.7,"95.1","6.1",255,"6.5"
"2075","2013",피그플랜,"010007","180007","2",0,25.7,"1,531",2.44,33,15.1,7,7.9,0.9,2.1,115.4,94.3,12.3,11.4,0.4,0.5,10.5,20.7,7,"88.2","3.5",282,"6.5"
"2530","2013",피그플랜,"010001","180003","3",0,23.8,267,2.41,29.2,13.1,0.6,15.3,0.1,0.1,115.3,83,12.3,10.9,0.2,1.2,9.9,24.9,6,"85.9","3",245,"6.1"
"1902","2013",피그플랜,"010004","180003","3",0,21.1,220,2.27,45.2,12.4,0.7,31.5,0.6,0,115.1,71.2,11.5,10.8,0.1,0.5,9.2,26.6,6.2,"90.9","5",243,"5.8"
"1723","2013",피그플랜,"010002","180004","3",0,23.6,346,2.34,33,15.4,0.9,16.4,0.2,0.2,115.3,84,12.1,11,0.4,0.7,10.1,26.3,7.4,"83.2","5",260,"6.2"
"1849","2013",피그플랜,"010002","180002","3",0,22.1,188,2.24,48,12.3,1.6,33.7,0.3,0,115.2,80,12.3,11.2,0.2,0.9,9.9,25.8,6.5,"89.3","5.5",242,"4.1"
"1766","2013",피그플랜,"010002","180001","3",0,20.9,95,2.18,47.4,18.4,3.3,22.3,3.4,0,115.9,82.6,11.7,11,0,0.7,9.6,31.5,10.5,"89.6","4.9",233,"5.7"
"818","2013",피그플랜,"010007","180007","3",0,22.1,"1,596",2.34,41.1,16.7,8.7,12.9,1.1,1.7,116.1,89.5,11,10.3,0.1,0.6,9.5,20.3,7.8,"83.3","6",257,"5.4"
"1008","2013",피그플랜,"010007","180006","3",0,24.3,891,2.41,40.2,13.6,3.8,19.8,1.1,1.9,115.3,84.9,12.3,11.1,0.3,0.9,10.1,19.2,6.4,"92.2","6.4",265,"5.8"
"2219","2013",피그플랜,"010004","180003","3",0,23.9,244,2.46,27.9,12.7,1.4,13.8,0,0,113.3,81.3,11.8,11,0.2,0.5,9.7,23.9,5.9,"94.5","5.9",242,"6.2"
"1397","2013",피그플랜,"010004","180007","3",0,23.4,"1,416",2.37,37.3,13,2,18.4,2.5,1.4,114.7,82.7,11.8,10.2,0,1.5,9.9,24.6,6.7,"91.2","4.1",249,"4.7"
"2662","2013",피그플랜,"010003","180003","4",0,18.1,262,2.1,66.2,17.5,7.1,39,2.3,0.3,115,78.4,11.7,10.7,0,0.9,8.6,26.3,9,"94.2","4.8",255,"4.5"
"1915","2013",피그플랜,"010006","180006","3",0,22.6,587,2.32,50.1,21.3,19.7,2.1,1.6,5.4,114.3,85.9,11.8,10.5,0.6,0.8,9.7,23.2,11.5,"84.4","5.3",219,"5.6"
"2615","2013",피그플랜,"010001","180002","3",20.3,21.7,178,2.14,61.3,10.6,0.1,36.3,13.7,0.8,115.9,77,11.3,10.6,0,0.7,10.1,26.2,5.2,"93.1","5",249,"4.6"
"2109","2013",피그플랜,"010005","180002","5",0,15.5,199,1.59,141.2,15.8,40.3,83.2,1.9,0,114.3,80.5,11,10.8,0,0.1,9.8,26.2,10.5,"89.2","4.8",243,"4.7"
"2503","2013",피그플랜,"010001","180006","3",17.4,21.2,687,2.2,57.1,14.3,2.9,39.7,0.2,0,115.3,70.9,11,10.5,0,0.5,9.6,25.9,7.8,"88.7","4.6",241,"5.9"
"2295","2013",피그플랜,"010002","180006","3",0,20.5,524,2.22,55.1,11.2,2.8,35.1,3.3,2.6,115.6,74.6,11.3,10.5,0,0.8,9.2,26.5,6.5,"94","4.5",265,"6"
"1925","2013",피그플랜,"010001","180006","2",0,25.6,842,2.52,17.9,11.3,0.8,5.4,0.2,0.2,114.9,92.2,12.1,10.9,0.1,1,10.1,23.2,5,"97.3","4.3",265,"6"
"2119","2013",피그플랜,"010002","180003","3",0,23.3,212,2.36,31,13.4,0.5,14.9,2,0.3,115,86.2,12.4,11.2,0.3,0.9,9.9,26.1,6.1,"94.3","5.1",245,"6.5"
"2037","2013",피그플랜,"010005","180002","4",0,19.7,142,2.07,69.4,23.3,37.5,4.4,4.2,0,116.4,87.9,12.2,11,0,1.2,9.5,24.1,13.8,"72.4","5.5",230,"6"
"1899","2013",피그플랜,"010003","180003","3",0,23.8,250,2.33,36.7,12.8,1.2,22.2,0.5,0.1,114.9,86.3,12.2,11.1,0.5,0.6,10.2,26.3,6.5,"93.5","7.5",244,"6.8"
"1253","2013",피그플랜,"010008","180003","3",0,23.9,284,2.41,34,14.2,1.2,17.8,0.8,0,115.1,83,12.7,10.9,0.1,1.7,9.9,23.3,7.2,"83.8","2.1",250,"4.7"
"1415","2013",피그플랜,"010001","180005","3",0,24.3,428,2.3,49.1,15.6,1.9,30.1,1.2,0.4,114.2,82.7,12.6,10.7,0.7,1.2,10.6,23.3,7,"84.3","3",279,"6.9"
"2462","2013",피그플랜,"010001","180002","3",0,24.2,153,2.28,37.7,12.6,4,20.3,0,0.8,115.3,85.9,12.5,11.9,0,0.5,10.6,26.8,6.2,"91.8","6.8",247,"5.4"
"2522","2013",피그플랜,"010007","180007","3",0,24.8,"1,050",2.4,27.2,14.8,0.4,10.3,1.6,0.1,114.3,90.6,12.9,11.5,0.6,0.8,10.3,28.1,7.2,"88","7.1",243,"7"
"793","2013",피그플랜,"010005","180006","3",0,23.1,504,2.38,44.5,15.8,1.9,26.1,0.6,0.2,113.7,80.6,12.1,10.6,0.2,1.3,9.7,20.7,6.7,"95.3","5.2",232,"7"
"1782","2013",피그플랜,"010005","180005","1",0,27,432,2.49,22.2,13.7,0.5,7.9,0.2,0,115.2,92.2,13.8,12.1,0.4,1.3,10.8,22.4,5.8,"93.8","3.7",242,"6.9"
"2798","2013",피그플랜,"010001","180004","3",0,20.9,383,2.13,66.2,19.3,6.4,40,0.5,0,115.8,70.9,11.2,10.3,0,1,9.8,23.7,10.5,"82.6","2.2",258,"5.2"
"2158","2013",피그플랜,"010004","180006","3",0,23.3,913,2.25,47,12.2,1.9,25.5,5.3,2.2,115.4,80.6,11.9,10.6,0.3,0.9,10.4,26.4,6.2,"90.7","5.1",251,"6.3"
"1002","2013",피그플랜,"010003","180007","3",0,21.4,"1,502",2.35,33,16.9,3.8,8.6,2,1.8,114.2,89.2,10.3,9.3,0.1,0.9,9.1,27.3,7.8,"86","3",251,"5.8"
"678","2013",피그플랜,"010002","180002","4",17.6,19.7,141,2.17,63.4,17.6,0.4,42.2,2.6,0.6,113.9,58.9,11.8,11.1,0,0.7,9.1,23.1,8.9,"84.1","3.9",229,"5.6"
"762","2006",피그플랜,"010003","180004","3",19.5,24.3,312,2.48,28.6,14.6,0.4,13.3,0.3,0,113.2,87.1,10.6,10.3,0,0.2,9.8,23,6.9,"84.4","6.6",241,"6.8"
"1851","2006",피그플랜,"010007","180004","2",0,25.4,309,2.51,28.6,18,0,10.2,0.4,0,114.8,95.8,12.4,11.4,0,0.9,10.1,19.9,6.2,"92.6","0",243,"5.8"
"1706","2006",피그플랜,"010002","180007","3",0,23.4,"1,804",2.33,45.4,15.5,4.2,23.5,1.4,0.8,114.5,81.8,11.3,10.9,0.1,0.4,10,23.7,6.7,"91.2","4.1",227,"6.4"
"1760","2006",피그플랜,"010002","180003","3",0,23.7,244,2.4,38.4,18.5,0.9,18.4,0.5,0.1,114.7,86.6,11.1,10.5,0,0.6,9.9,21.2,8.2,"67.8","4.8",224,"8.3"
"646","2006",피그플랜,"010003","180005","3",0,22,425,2.33,45.8,13.1,1.6,28.1,2.5,0.5,115.1,82.5,11.3,10.4,0.5,0.4,9.4,21.6,6.3,"91","4.5",241,"7"
"94","2006",피그플랜,"010001","180003","3",0,22.9,285,2.36,36.7,12.2,1.2,23.3,0.1,0,115.4,83.2,11.7,10.8,0,0.9,9.7,24,5.8,"92.1","5.1",217,"7.2"
"1507","2006",피그플랜,"010003","180007","3",0,24.1,"5,369",2.51,29.2,12.9,1.6,14.7,0,0,114.4,88.3,11.1,11.1,0,0,9.6,19.9,5.7,"92.5","4.9",235,"7.2"
"1775","2006",피그플랜,"010002","180003","3",0,20,205,2.3,38.1,12,1.3,24.2,0.1,0.5,115.7,84.3,10.9,10.3,0.2,0.3,8.7,24.8,5.4,"91.3","4.8",226,"7.2"
"2160","2006",피그플랜,"010004","180006","4",0,19.7,978,2.24,49.5,15.8,3.4,21.8,6.2,2.3,115.8,81.9,10.7,9.8,0.2,0.7,8.8,25.3,7.9,"86.3","5",226,"6.6"
"1821","2006",피그플랜,"010009","180002","3",18.4,24.3,161,2.43,30,14.1,0.9,13.1,1.8,0.1,115.5,89.1,11.7,10.8,0.3,0.6,10,21.6,6.7,"87.9","5.1",233,"6.2"
"1724","2006",피그플랜,"010002","180002","3",0,22.6,107,2.44,40.9,12.6,0,27.5,0.4,0.4,113.8,83.3,11.1,10.3,0,0.8,9.2,21.2,5.9,"89.7","5.5",210,"6.4"
"2158","2006",피그플랜,"010004","180006","3",0,21,998,2.33,30.3,12.1,1.7,13.8,1.7,1.1,115.7,83.2,10.6,9.9,0.1,0.6,9,28.9,6.1,"91.1","4.9",231,"6.4"
"1825","2006",피그플랜,"010009","180002","3",18.6,21.6,126,2.29,43.6,12.9,0.7,26.8,3.1,0.1,116.1,82.4,12,10.9,0,1.1,9.4,23.4,6.1,"90.3","5.7",237,"6.4"
"2657","2006",피그플랜,"010003","180003","3",0,21.7,291,2.36,49.8,19.5,1.9,28,0.3,0,114,77.2,10.4,10,0,0.4,9.2,20,9.1,"81.5","5.2",235,"5.6"
"1100","2006",피그플랜,"010007","180001","3",0,20.4,88,2.33,52.8,52.8,0,0,0,0,115.2,100,10.4,10.1,0,0.3,8.8,21.5,15.8,"78.4","0",202,"8.5"
"1426","2006",피그플랜,"010004","180003","4",0,18.7,207,2.15,71.2,14.1,3.7,52.3,1.2,0,115.8,69.2,10.4,9.7,0,0.7,8.7,20.7,7.4,"73.1","4.6",233,"5.8"
"2289","2006",피그플랜,"010002","180006","3",0,23.4,627,2.37,44.4,12,17.7,10.7,0,3.9,114.8,88.8,11.8,11.1,0.2,0.5,9.9,20.7,6.1,"86.4","5.8",279,"6.3"
"1239","2006",피그플랜,"010002","180002","3",0,20.8,198,2.33,37.1,15.2,0.4,20.6,0.9,0,115.1,83.9,11.1,10.3,0,0.7,8.9,25.9,7.5,"84.3","6.1",240,"7.1"
"1683","2006",피그플랜,"010001","180005","3",0,21.2,481,2.4,42,12.9,0.6,28.1,0.3,0.1,114.6,74.3,10.3,9.3,0,1,8.8,19.9,6.4,"90.3","5.4",241,"6.1"
"1774","2006",피그플랜,"010002","180004","2",0,26.2,321,2.43,23.9,12.8,1.5,9.4,0.1,0,114.9,92,12.6,11.7,0.3,0.6,10.8,24.9,6.1,"92.7","5.7",240,"7.8"
"1415","2006",피그플랜,"010001","180005","3",0,23.9,438,2.44,29.9,14.8,0.7,13.9,0.5,0.1,114.6,89.1,11.6,10.4,0.6,0.6,9.8,22.5,7.2,"85.1","5.6",242,"6.9"
"1818","2006",피그플랜,"010009","180002","3",20,23.7,132,2.39,36.5,14.3,0.3,20.6,1.3,0,114.7,85,12.2,11.2,0.3,0.8,9.9,21.8,6.4,"90.8","5.4",225,"6.4"
"647","2006",피그플랜,"010002","180003","3",0,22.3,268,2.32,55.4,13.8,2.6,36.3,1.5,1.1,115.5,75.8,11.6,10.7,0.1,0.9,9.6,19.6,7.2,"91.6","4.9",253,"6.6"
"2140","2006",피그플랜,"010006","180006","3",0,22.1,566,2.25,59.6,11.8,4.9,42.8,0,0,114.6,73.3,10.5,9.9,0,0.6,9.8,22.1,5.8,"96.5","4.2",241,"6.2"
"1021","2006",피그플랜,"010002","180004","3",0,22.2,360,2.36,37.2,13.7,6.6,15.1,0.5,1.4,115,88.4,10.9,10.5,0.1,0.4,9.4,24.4,6.6,"89.9","4.5",233,"6.3"
"1763","2006",피그플랜,"010002","180006","3",0,21.9,805,2.37,40.7,16.1,2.9,21.6,0.1,0.1,115.3,84.4,11.4,10.8,0,0.6,9.2,21.6,7.2,"84.4","3",210,"7"
"28","2006",피그플랜,"010002","180003","3",0,22.7,253,2.39,28.6,10.6,6.2,8.8,0,3,115.3,89.1,11.3,10.5,0,0.8,9.5,25.5,5.2,"92","4.7",296,"6.3"
"810","2006",피그플랜,"010001","180006","3",0,22.1,546,2.33,45.4,16.8,1.3,27.3,0,0,115.6,78.2,11.2,10.6,0.1,0.5,9.5,21.5,7.6,"85","6.8",224,"8"
"118","2006",피그플랜,"010009","180003","3",0,22.2,227,2.33,38.6,13.2,0.4,23.4,1.6,0,114.8,78.6,11.1,10.3,0,0.8,9.5,25.8,6.6,"89.7","2.5",232,"5.3"
"1713","2006",피그플랜,"010001","180003","3",0,22.8,280,2.39,35.8,11.6,0.2,23.3,0.5,0.2,114.5,84.8,11.7,11,0.1,0.6,9.5,23.2,5.4,"92.7","4.8",248,"7.1"
"1777","2006",피그플랜,"010002","180004","2",0,26.3,339,2.49,21.7,12.3,0.3,9.1,0,0,114.7,92.8,12,11.5,0.2,0.4,10.6,23.2,5.5,"93.9","6.6",210,"8"
"1764","2006",피그플랜,"010003","180003","3",0,22.6,299,2.36,44.4,12.8,0.4,30.4,0.9,0,115.3,76.8,11.2,10.5,0,0.7,9.6,20.8,5.9,"91.9","6",223,"7.1"
"1720","2006",피그플랜,"010002","180005","3",0,24.6,482,2.41,29.4,15.4,0.3,12.3,1,0.3,115.2,89.1,12.2,11.4,0.3,0.5,10.2,24.6,6.2,"89.7","5.4",210,"8.1"
"1722","2006",피그플랜,"010002","180003","3",0,21.4,243,2.35,42.3,13.8,0.1,24.2,4,0.3,115.7,82.2,11.7,10.8,0.3,0.7,9.1,23.2,6.3,"87.3","4.8",210,"7.3"
"1668","2006",피그플랜,"010002","180002","3",0,22.4,147,2.37,33,11.8,0.1,21.1,0,0,115.8,84.8,11.3,10.7,0,0.7,9.5,25.5,5.8,"91.9","4",211,"6.1"
"90","2006",피그플랜,"010003","180006","3",15.8,21.7,862,2.41,46.3,15.1,1.2,29.5,0.5,0,114.5,78.9,10.7,10,0.3,0.4,9,18.9,6.9,"86","5",241,"7.4"
"1717","2006",피그플랜,"010001","180004","2",0,25.2,363,2.5,27,11.1,1.5,13.8,0.2,0.4,114.3,87,11.9,11.2,0.2,0.5,10.1,21.3,5.2,"93.1","4",231,"6.5"
"1757","2006",피그플랜,"010001","180002","3",19.6,23.4,167,2.34,32.8,17.2,1.9,11.1,2.1,0.4,115.8,91.6,12.5,11.6,0.2,0.7,10,25.7,8.3,"79.2","5.1",238,"8.1"
"848","2006",피그플랜,"010002","180006","3",0,23,540,2.37,32.6,13.3,1.9,16.9,0.4,0.1,114.1,81.7,11.8,10.7,0.2,0.9,9.7,26.3,6.6,"92.6","3.4",248,"7"
"1749","2006",피그플랜,"010001","180004","3",0,21.5,302,2.29,45.5,10.7,0.3,34,0.5,0,114.3,74.9,10.7,10.5,0,0.2,9.4,24.4,5.1,"97.5","5.7",210,"7.2"
"649","2006",피그플랜,"010004","180002","3",0,22.5,190,2.34,38.6,12.8,0.3,25.1,0.4,0,114.5,80.8,11.9,11.2,0.2,0.5,9.6,26,5.9,"89.6","3.8",225,"7.2"
"1768","2006",피그플랜,"010001","180003","3",0,21.5,248,2.24,46.5,15.7,1.6,23.6,4.4,1.1,116.1,81.5,11.7,11.1,0.1,0.5,9.6,24.7,7.9,"88","5.5",231,"7.8"
"1723","2006",피그플랜,"010002","180005","4",0,19.8,499,2.39,26.2,12,3.6,10.2,0.1,0.3,115.6,91.5,11.9,11.3,0.1,0.5,8.3,21.1,5.8,"91.4","5",242,"7.2"
"2705","2006",피그플랜,"010007","180005","3",0,22.5,443,2.35,36.1,17.1,2,16.8,0.1,0,115.5,88.7,12.3,10.5,0.3,1.6,9.6,24.5,7.9,"83.6","2.9",241,"6.6"
"2680","2006",피그플랜,"010002","180007","3",0,21,"1,020",2.28,42,13.2,3.9,24.8,0.1,0.2,115.1,80.8,11.3,10.1,0,1.2,9.2,25.6,7,"87.1","3.1",253,"5.4"
"1400","2006",피그플랜,"010003","180004","3",0,21.8,394,2.4,27.8,12,2.3,13.2,0.3,0,114.4,88.2,10.9,10.1,0.1,0.7,9.1,26.6,6.1,"92.4","2.4",247,"5.3"
"2056","2006",피그플랜,"010008","180007","3",0,22.1,"1,797",2.32,40.4,15.7,2.2,19.1,2.4,1.1,115.3,85.6,11.2,10.3,0.2,0.6,9.6,25.4,7.7,"84","4.7",243,"7.3"
"1755","2006",피그플랜,"010001","180006","3",0,21,609,2.22,50.6,13.7,2.3,28.3,3.8,2.5,113.7,77.3,11.7,11,0.3,0.4,9.4,27.2,6.8,"90.4","3.3",247,"5.8"
"2353","2014",피그플랜,"010002","180003","3",21.8,23.5,230,2.28,44.9,15.6,0.7,26.9,1.6,0.1,115.7,82.1,11.3,10.9,0,0.3,10.3,25.4,7.4,"91","6",223,"6.3"
"1214","2014",피그플랜,"010001","180004","3",18.4,21.2,385,2.35,39.1,15.8,3.3,18.6,0.7,0.7,115.9,82.4,12,11.4,0.1,0.5,9,23.4,8,"81.9","4.3",250,"4.4"
"2000","2014",피그플랜,"010005","180003","3",0,23.1,256,2.34,41.5,13.9,1.2,26.1,0.1,0,115.3,82.2,11.1,10.3,0,0.8,9.8,22.4,7,"88.6","5.7",242,"4.3"
"2476","2014",피그플랜,"010001","180007","3",0,23.5,"1,148",2.35,33.4,13.9,1.6,16.3,1,0.5,115.3,85.8,12,10.9,0.2,0.9,10,25.9,6.5,"88","4.4",,"5.9"
"1717","2014",피그플랜,"010001","180004","3",0,23,319,2.27,48.1,12.4,0.6,33.6,1.1,0.4,115.4,79.7,11.8,10.7,0,1,10.1,24.8,6,"89.9","3.8",263,"5.8"
"1749","2014",피그플랜,"010001","180004","3",0,23.5,304,2.47,29.3,15.5,1.2,11.1,0.6,0.9,114.2,88.6,11.6,11,0.1,0.5,9.5,22,6.8,"90.6","5.2",262,"4.5"
"818","2014",피그플랜,"010007","180007","3",0,23.1,"2,551",2.43,34.1,11.4,2.2,19,0.8,0.7,116,83.8,11.2,10.3,0.2,0.8,9.5,22.2,6.1,"90","3.6",259,"3.6"
"875","2014",피그플랜,"010002","180006","3",22.2,24.7,943,2.4,30.3,12.6,2.2,13.2,1.7,0.6,114.9,86.1,13.1,10.9,0.5,1.7,10.3,24.6,6,"91.4","5",250,"5.4"
"1476","2014",피그플랜,"010007","180007","3",0,21.7,"1,776",2.13,68.8,11.8,4.3,49.4,1.3,2.1,116.7,66,12.7,11.7,0.4,0.6,10.2,23.4,6.6,"89.6","1.4",262,"3.7"
"2666","2014",피그플랜,"010006","180002","3",0,24.2,139,2.51,20.4,11,4.9,3.8,0,0.7,114,94.3,11.3,11.2,0,0,9.6,24.2,5,"95.9","5.8",228,"6.2"
"2716","2014",피그플랜,"010007","180002","4",0,18.4,124,2.03,69.9,16.9,4.7,31.8,12.7,3.8,117.3,70.6,11.6,11.6,0,0,9,29.5,11,"85.2","5.3",242,"2.3"
"646","2014",피그플랜,"010003","180005","2",0,26.8,460,2.38,29.4,13.4,5.7,8.9,0.5,0.9,116.1,92,12.6,12.2,0.2,0.2,11.3,24.8,6.8,"87","7.1",242,"4.7"
"1370","2014",피그플랜,"010005","180002","3",21.4,22.2,181,2.31,43,14.2,1.7,21.9,4.4,0.8,115,81.2,10.7,10.6,0,0.2,9.6,24.7,7.8,"87.9","5.1",226,"4"
"2209","2014",피그플랜,"010005","180001","4",0,18.9,88,2.08,73.7,15.2,10.8,25.8,21.8,0,118.5,57.7,11.4,10.2,0,1.2,9.1,25.2,10.3,"78.5","4.3",224,"5.3"
"2260","2014",피그플랜,"010001","180006","4",0,18.1,702,2.23,60.7,17,5.7,35.2,1.5,1.3,115.1,71.4,10.1,9.5,0,0.6,8.1,21.3,8.2,"84.8","6.9",242,"7.1"
"1943","2014",피그플랜,"010003","180006","2",0,25.2,596,2.43,22.8,13.8,0.5,7.5,0.6,0.4,113.9,89.8,11.8,11,0,0.8,10.4,27.4,5.9,"90.1","5.7",259,"7.7"
"1983","2014",피그플랜,"010005","180006","3",19.5,23.9,940,2.36,35.9,16.3,2.5,14.6,1.5,1,114.8,85.5,11.6,10.5,0.9,0.2,10.1,24.9,7.9,"85.1","4.6",261,"4.5"
"2494","2014",피그플랜,"010007","180004","4",14.2,17,320,2.08,63.5,19.7,14.1,27.6,1.9,0.3,113.8,82.2,9.2,9.1,0,0.1,8.2,22.7,13.9,"72.9","4.2",237,"2.7"
"2563","2014",피그플랜,"010009","180003","3",0,20.8,245,2.16,57.8,14.5,1.4,39.3,1.9,0.7,116,74.7,11.8,11.1,0,0.6,9.6,26,7.4,"90.2","4.2",237,"4.5"
"1711","2014",피그플랜,"010001","180003","3",0,23.9,285,2.35,36.9,14,1.5,18.6,1.6,1.2,116.1,83.3,11.7,10.5,0.1,1,10.2,24.6,7,"89.4","5.6",252,"5.4"
"853","2014",피그플랜,"010002","180007","5",0,16.7,"1,023",2.25,61.9,15.7,3.9,38,3.5,0.7,115.2,71,11.6,10.2,0,1.4,7.4,19.8,8.2,"78.4",,280,"4.2"
"967","2014",피그플랜,"010001","180006","2",0,25.8,867,2.43,22.7,11.4,2.8,6.4,1.4,0.7,114,92.6,12.6,11.8,0.1,0.7,10.6,26,5.7,"93.3","6",269,"4.1"
"1670","2014",피그플랜,"010001","180004","3",0,22,363,2.44,36.4,12.9,1.9,21.4,0.1,0.1,114.6,80.6,11.6,10.4,0.1,1.1,9,21.6,6.5,"91","5.2",253,"4.6"
"2613","2014",피그플랜,"010005","180004","3",0,22.3,328,2.51,26.2,13.9,1.5,10.3,0.1,0.4,114.6,87.3,12.4,11.4,0.2,0.8,8.9,20.5,6.9,"86.5","5.8",261,"3.4"
"2777","2014",피그플랜,"010004","180003","3",0,21.8,256,2.11,38.9,8.5,14.2,16,0.1,0,119.8,87.3,13.3,12.1,0.1,1.1,10.3,32,7.6,"88.7","7.2",242,"3.5"
